utt,y
"no , that will be all .",3
good afternoon . i am trying to find an value_food restaurant to eat at . i would prefer something value_pricerange . can you help me ?,3
"i would like it to be in the value_area . i will need a number , address and postcode .",1
"thank you for all that information . yes , i would like to make a reservation .",2
"yes , i would like a reservation for value_people please .",5
"i have changed my mind , i do not want to book it yet . can you give me the area , address , and phone number , please ?",5
"hi , i would like a restaurant inthe value_area of town which serves value_food food please .",3
how about a restaurant that services value_food food ?,4
i do not care about the price range . can you just pick a good 1 for me ?,3
"yes , sounds good . please reserve a table for value_people at value_time on value_day .",5
is value_time on value_day available ?,6
nothing else . i look forward to the meal . thank you for all your help .,2
i am looking for a restaurant serving value_food food in the value_area part of town .,3
i am looking for something value_pricerange .,3
that will be all . thank you very much !,2
i am looking for a pricey value_food place . i wanna show off to my date .,3
how about the value_area ? i would like to book a table as well for value_people people at value_time on a value_day .,5
can you try booking it for value_time instead ?,6
"thank you very much , that is all for now . goodbye .",2
hi there . i am hoping you could help me find a value_food restaurant in town .,3
"yes , the 1 in the value_area please .",3
"yes , i would really appreciate that . can you get me a table for value_people on value_day at value_time ?",5
is there anything an hour earlier or an hour later on that same day ?,6
let s try a different restaurant .,0
"thank you , that is all i need . bye .",2
yes i would like to find value_food food in the value_area of town .,3
let s go with the value_pricerange 1 . i'll need a table for value_people on value_day at value_time please .,5
"can you try on value_day , value_people people , at 1215",6
"no , that s all i need . thanks for your help !",2
yes can you tell me something about restaurant_name ?,1
"no thank you , that s all i need .",2
are there any value_food restaurant -s in the value_area ?,3
i would like an value_pricerange restaurant please .,3
i want to make a booking at restaurant_name . it will be for value_people people on value_day at value_time .,5
can we make it for value_time ?,6
"thanks , that s all i need . goodbye .",2
yes i am looking for an value_pricerange value_food restaurant .,3
i do not . could you make a recommendation ?,3
what is the postcode for that restaurant ?,1
that will not be necessary . thank you for the help !,2
hi there . i am trying to impress my girlfriend and was wondering if there might be a really nice value_food restaurant in town ?,3
indeed they have .,3
i am looking for a value_pricerange restaurant in the value_area part of town .,3
value_food please ! can you book a table for me for value_people people ? at value_time on value_day ?,5
"no , that will be all . thanks .",2
i am looking for a value_food restaurant that is value_pricerange -ly value_pricerange .,4
please try 1 that serves value_food food .,4
can you book a table for value_people people at value_time on value_day ?,5
"no , thanks for your help . bye .",2
i am looking for an value_pricerange restaurant in the value_area .,3
i would like to try value_food cuisine . i a table for value_people at value_time on value_day .,5
"yes , let s try for value_time instead .",6
"no , that was all i needed right now . thank you , goodbye .",2
hi . have you heard of restaurant_name by chance ? i may want to eat there soon .,3
"no , i just need the postcode and address please . is this an value_food restaurant ?",1
i am looking for a restaurant in the value_area of town that would serve value_area value_food food .,4
can i get the address of restaurant_name ?,1
thank you very much for your help !,2
"no , that s all i needed . thanks so much .",2
i want to eat fine value_food food .,3
i am interested in finding a restaurant that serves value_food food . do you know of any in the value_pricerange price range ?,3
i am sorry . i am only looking for a place that is value_pricerange -ly priced and serves value_food food .,3
"that okay . value_food does sound fine , actually . could you find a value_pricerange -ly priced value_food restaurant instead ?",4
"yes , that works . please book a table for value_people people at value_time on value_day . can you do that ?",5
can we book the table for value_people people at value_time on value_day please ?,6
"hi , i am looking for a value_pricerange restaurant in the town value_area please .",3
"i prefer value_food food , please .",3
how about 1 that serves value_food food ?,4
the restaurant_name sounds good . can you reserve a table for value_people on value_day ? let s say . . value_time for the time if it s available .,5
"try value_time , okay ?",6
could you give me information about a restaurant called restaurant_name ?,1
could you book a table for me there on value_day ?,5
there will be value_people of us and we would like to eat at value_time .,5
"sure , how about value_time ?",6
no thank you . have a great day !,2
"i am looking for an value_food restaurant , preferably in the value_area of town .",3
i would prefer value_pricerange restaurant -s .,3
sure please book a table there fore value_people people at value_time on value_day,5
i am looking for a restaurant in the value_pricerange price range serving value_food food .,3
"i would like a restaurant on the value_area end of town , please .",3
"that sounds good , can i book a table there for value_people person at value_time on value_day ?",5
"no , that is all i need . thank you for your help !",2
"yes , i'll try for a little earlier , how about value_time ?",6
thank you very much for your help !,2
"no reservation right now , i just need the phone number .",5
"hi , i am looking for an value_pricerange restaurant .",3
i would like something in the value_area if possible .,3
"no , that s everything . thanks for the help !",2
"i would looking for a good restaurant on the value_area side . i would prefer the value_pricerange price range , if possible .",3
i would like value_food please .,3
"great , thanks for your help .",2
"no , that will be everything today . thank you .",2
i am looking for information about a restaurant named the restaurant_name .,1
could you book me a table for value_people on value_day at value_time ?,5
that is all thank you !,2
"i am looking for a value_food restaurant , in the value_pricerange price range .",3
"restaurant_name sounds good . i'll need a table for value_people on value_day at value_time , please .",5
great ! thanks a lot . thats all i will be needing . have a good day . bye !,2
yes i am looking for information on michael house cafe .,1
"yes , please . for a party of value_people on value_day , at value_time .",5
that will be all . thank you very much .,2
"i would like to go to the value_area , please .",3
"okay , that sounds good . i need a table for value_people at value_time on value_day .",5
"okay , will you try value_time instead ?",6
"that s all , thanks . goodbye .",2
i am looking for a restaurant serving value_food food in the value_pricerange price range .,3
how about any restaurant in the value_area ?,3
"i think i would like to try value_food food , are there any of those in the value_area of town ?",4
any of them would be fine .,3
hello ! i am looking for information on restaurant_name .,1
"yes please , could you book me a table for value_people people on value_day at value_time .",5
"no , that s all i needed . thanks for your help !",2
i am looking for a particular restaurant called restaurant_name .,3
yes please value_people people at value_time on value_day,5
no that s all i needed . thank you !,2
i would like you to tell me about great value_food restaurant -s in the area . it s okay if they are value_pricerange .,3
no . choose 1 for me .,3
thank you . that s all i need right now . bye .,2
"yes , please ! i would like a table on value_day for value_people people at value_time .",5
that is all ! thank you for your help !,2
"hi , i am looking for a value_pricerange place in the value_area of town to eat . can you help ?",3
"any type is fine , just something value_pricerange and in the value_area . could you recommend 1 and give me the food type ?",3
that would be fine . can i have their postcode and phone number please ?,1
i need to find a restaurant in the value_area part of town . it should be in the value_pricerange price range .,3
i would prefer the value_food 1 .,3
can i get the postcode for it ?,1
"yes , please . thank you very much .",2
"i do not want to just yet , thanks .",2
i am looking for an value_food restaurant on the value_area side of town .,3
great ! i would like a table at restaurant_name for value_people people at value_time on value_day .,5
how about at value_time at same time ?,6
great . that s all i need !,3
perhaps you could try searching for restaurant_name ?,3
"yes , could you book a table for value_people people at value_time on value_day .",5
that s all i need . thank you .,2
can i get the address and phone number ?,1
"on second thought , could you book me a table for value_people people at value_time on value_day ?",5
"sure , please try for value_time value_day . still value_people people . thanks .",6
thanks for your help .,2
i need help finding an value_pricerange place to eat in the value_area please .,3
i would like to book the restaurant_name for value_people at value_time on value_day .,5
"yes , i am looking for a value_pricerange place to eat on the value_area side . do you know of anything ?",3
yes . please give me the telephone number .,1
"thanks ! now could you make a reservation for me ? i need a table for value_people on value_day at value_time , please .",5
how about value_time ?,6
may i have the reference number please ?,1
"thank you so much , that is all i needed !",2
"aww , that s too bad . hmm , can you see if there is an value_pricerange value_food restaurant on the value_area side ?",4
that sounds good . i want to book a table for value_people people on value_day at value_time .,5
"no that was all i needed , thank you so much , goodbye !",2
"hi , i am looking for a restaurant called restaurant_name , can you help me find it ?",3
"no , i wanted to make a reservation there .",5
just value_people person on value_day at 1945,5
"no that will be all , thank you .",2
i am looking for a restaurant in the value_pricerange price range . it should serve value_food food .,3
how about value_food ?,4
are they all listed as value_pricerange ?,1
could you please give me the phone number for the restaurant_name ?,1
"okay , thanks . that will do it for today .",2
i do not really have a preference . can you recommend a restaurant ? as long as it serves value_pricerange value_food food i'll be happy .,3
"no , that s all for today . goodbye !",2
i want to eat someplace with unusual food . price is no object . what can you suggest ?,3
"hmm . i am not sure . it needs to be value_pricerange , and i really had my heart set on unusual .",3
then find a value_food 1 .,3
"i would like 1 in the value_area area , please .",3
that sounds good ! can you book a table for value_people people at value_time on value_day ?,5
i think that is all i need . thank you .,2
i am looking for value_food food on the value_area side of the city .,3
"no preference , please .",3
i'll pass on the value_food hut . yuck . let s go with frankie & benny s . can i get a table for value_people on value_day at value_time please ?,5
"i wanted the reservation for value_time , is that what you booked for me ?",5
are there any restaurant -s that serve proper value_food food in town ?,3
"value_area , if possible .",3
"will you give me the phone number , address , and postcode for restaurant_name , please ?",1
no thank you . i think that will be everything today .,2
i am looking for a place to dine on the value_area side of town . please find a place that s in the value_pricerange price range .,3
"no , that will be it . thank you for your help .",2
i am looking for a place to eat in the value_area that is value_pricerange .,3
how about an value_pricerange value_food place ? i would like a reservation for value_day .,5
i would like a table at value_time on value_day for value_people people .,5
do they have an opening at value_time on value_day for value_people people ?,6
"that s all , thanks . goodbye .",2
yes i am looking for information on a restaurant called restaurant_name .,1
"yes , value_people people , value_day at value_time .",5
i would like to find a restaurant named restaurant_name . do you know of that restaurant ?,3
can you give me the postcode for it please ?,1
"that will be all , thanks . goodbye !",2
is there a value_pricerange restaurant in the value_area of town ?,3
"yes , i would like a value_pricerange -ly priced restaurant .",3
please give me their address and postcode .,1
no thank you . you have helped me tremendously and i have everything i need to know . thanks and have a good day .,2
i am looking for a value_food restaurant on the value_area side .,3
could you recommend 1 of the value_pricerange ones ?,3
yes . i need a booking for value_day at value_time for value_people people .,5
yes i need the reference number please .,1
excellent . that is everything !,3
"yes , the address , postcode and phone number would help .",1
thank you very much for your help !,2
"no , that s all i need . thanks .",2
"i am looking for a value_pricerange place to dine , preferably in the value_area of town .",3
"yes , what restaurant -s are there ?",3
i would like to book value_people people at value_time on value_day .,5
i am looking for a value_pricerange place to dine . i want it to be on the value_area side of town .,3
i suppose value_food might suffice . do you have any listings for value_pricerange value_food restaurant -s on the value_area side ?,3
"no , but could you please give me the address and the phone number ?",1
"no , that s all i need . thank you for your help !",2
great yeah that sounds great can you book a table for value_people people at value_time on value_day ?,5
how about value_time on value_day ? and may i have a reference number ?,6
"no , that is all . thank you so much for your help .",2
i am looking for a restaurant serving value_food in the value_area of town .,3
could you give me their postcode please ?,1
thanks all i need today . thank you .,2
i would like to find an value_pricerange restaurant in the value_area of town please .,3
i do not care . choose a restaurant you recommend !,3
sounds great . could you book me a table for value_people on value_day at value_time ?,5
may i have the booking reference number ?,5
thank you very much for your help .,2
"no , that s all i need today . thank you !",2
are you able to find me a value_food value_pricerange restaurant ?,3
"i like the sound of restaurant_name , could you give me their postcode , address and phone number ?",1
"hi , i am looking for an value_pricerange restaurant in the value_area .",3
that will not be necessary . can you just give me their address and phone ?,1
i am looking for an value_food place to dine in . i need it to be value_pricerange .,3
are there any that have value_food food ?,4
could you book me a table for value_people on value_day at value_time ?,5
"no , that should do it . thanks for the help !",2
how about an value_food place for value_people people at value_time on wedensday,5
that s all i needed . thanks !,2
what do we have to eat in the value_pricerange value_food food range ?,3
nothing in the value_area ?,3
what about value_food restaurant -s ?,4
yes . i would like a table for value_people person at value_time on value_day .,5
that s all . thanks for your assistance .,2
"value_food food , then .",4
"all right , i'll try that . i need a reservation for a party of value_people at value_time on value_day .",5
"no that was all i needed , thanks so much , goodbye !",2
"hi , i would like to find an value_pricerange restaurant in the value_area of cambridge please .",3
i am looking to eat some value_food food .,3
can you locate an value_pricerange restaurant in the value_area ?,3
i prefer value_food food thanks .,3
"no thank you , i do not need a reservation .",2
that s it . thanks .,2
i am looking for an value_food restaurant in the value_pricerange price range .,3
"phone number and postcode , please .",1
"thank you , that s all i need today . you've been a great help goodbye !",2
what about value_food ?,4
could you recommend 1 ?,3
yes please ! i would like a table for value_people on value_day at value_time .,5
i am looking for a place to dine that serves value_food food . i want it to be value_pricerange .,3
"i would like to dine in the value_area of town , please .",3
could you give me the address and phone number for restaurant_name please .,1
i wish you could provide their phone number . but other than that you've given me everything i need to know . thank you goodbye .,2
is there anything value_pricerange in the value_area of town ?,3
would you have something value_food ?,3
"can i have their phone number , postcode and address please ?",1
i am looking for a restaurant called restaurant_name .,3
is there an value_pricerange value_food restaurant in town .,3
"excellent ! i do not need a table right now , but if you could give me the address and phone number , that would be great .",5
no thanks . that would be all for today . have a nice day .,2
"yes , i am willing to go to a different area for value_food food .",3
how about an value_food restaurant instead on the value_area ?,4
yes please . can i get the postcode .,1
"not the phone number , the postcode , please .",1
thank you very much . i am all set . bye .,2
i am looking for a place to dine in the value_pricerange price range in the value_area .,3
is there 1 with unusual food ?,3
"ok , tell me whats available in value_food food .",1
"yes . give me the address and postcode for 1 of those , please .",1
"no , that s all the information i need . thanks for your help !",2
i am looking for a value_food restaurant that s value_pricerange .,3
how about value_time on value_day instead ?,6
i am looking for a value_food restaurant in the value_pricerange price range .,3
what about value_food ?,4
"any 1 of them will be fine , if you could find 1 available for value_people people at value_time on value_day please .",5
thank you for your help . have a great day !,2
i am looking for value_food food . i want the restaurant to be in the town value_area .,3
it does not matter . please give me the phone number to the restaurant you choose .,1
"no , i look forward to dining at restaurant_name . thank you . goodbye .",2
"hi , i am looking for restaurant -s in the area that serve value_food cuisine . could you give me some suggestions ?",3
"i do not care about the price range . however , i need to confirm that the restaurant serves value_food food and is in the value_area of town .",4
"yes . for value_people people at value_time on value_day , please . i'll need the reference number .",5
great thanks so much !,2
that s all i needed thank you,2
i am looking for a place to dine that serves value_food food . it should be in the value_pricerange price range .,3
that s great . i think that s all i need .,3
i am looking for a restaurant that serves value_food food in the value_area side .,3
i was really hoping for value_food .,3
how about an value_pricerange value_food restaurant ? i know there are many of those !,4
"sure . what s restaurant_name s address , phone number , and postcode ?",1
"great , thank you ! that is all i need today .",2
i am looking for an value_pricerange restaurant in the city value_area,3
"no , i really do not mind . recommend 1 to me .",3
that sounds wonderful . can you give me the address and postcode ?,1
"no , that s all . thank you .",2
how about something in the value_area and value_pricerange price range ?,4
sure let s try value_food food .,4
"i'll take restaurant_name , what s the postcode ?",1
that s all . thank you .,2
i am looking for a restaurant that serves value_food food located in the value_area .,3
that should do it for today . thanks a lot . have a good day .,2
i would like to find an value_pricerange restaurant in the value_area of town .,3
can you make a reservation at restaurant_name s for value_people people at value_time on value_day ?,5
i am looking for a value_pricerange -ly priced restaurant in the value_area of town .,3
"yes , as i already mentioned , i want a place in the value_area of town . i would also like to have value_food food , please .",4
sure ! can you book just for value_people at value_time on value_day ?,5
"no , the reference number is all i need . i will find it . thanks !",2
"no , that s it ! thanks for your help !",2
i would love to find an value_food restaurant . something value_pricerange -ly priced .,3
"that s perfect , thank you !",2
yes please book it for value_people people on value_day at value_time please .,5
no thank you . have a good rest of your day .,2
are there any value_food restaurant -s on the value_area side of town ?,3
can you tell me if 1 of those is located in the northern part of town ?,1
the restaurant_name is fine . can i get their phone number ?,1
"no , i just needed the phone number . thanks very much for your help .",2
can you help me find and value_pricerange value_food restaurant ?,3
"that would be great . i need a table on value_day at value_time for value_people people , please .",5
"thank you . i think that s all i need today , goodbye .",2
hi can you help me find a value_pricerange restaurant in the value_area of town ?,3
"yes please . can you also give me the address , phone number , and postcode ?",1
i would like a reservation at value_time for a party of value_people .,5
that'll be all ! thank you !,2
"hi , are there any value_pricerange value_food restaurant -s in town ?",3
i would prefer a restaurant in the value_area side of town .,3
"actually , i just need the number and address .",1
"no , that'll be all for today . thanks a lot . bye !",2
"darn , i was really hoping to find a value_pricerange value_food restaurant . would you mind checking 1 more time ?",3
"ok , how about a value_pricerange value_food restaurant ?",4
i am interested in the value_area area .,3
"yes , that would be great . i would like a table for value_people on value_day at value_time .",5
no that will be all .,3
"yes , i would love value_food .",3
"sure , pick your favorite and let me have the address , postcode , and phone number please ?",1
yes please make me a reservation .,5
"actually , i do not need a reservation right now . the restaurant information was all i needed . thanks for your help .",2
hi ! i need to find the hotel hotel_name .,3
"yes please , also what type of food do they serve ?",1
no that is all i need bye bye .,2
hi . i am trying to find some information on a restaurant called restaurant_name . have you heard of it ?,1
great can you book a table for value_people person at value_time on value_day ?,5
"sure , let s try for value_time , same day .",6
thanks . that covers it then !,2
can you help me find an value_pricerange restaurant in the town value_area ?,3
i was thinking maybe trying something value_food .,3
that sounds great ! can i book a talbe for value_people people at value_time on value_day ?,5
"no , that s it . thanks .",2
hi . could you help me find an value_pricerange restaurant that serves value_food food ?,3
how about something in the value_area of town,3
the restaurant_name serves value_food cuisine ?,3
"oh okay . i must have been mistaken . let s try something that has value_food , is value_pricerange and in the value_area of town .",4
"sounds good , lets book it for value_people people at value_time on value_day , and i'll need a reference number please .",5
thank you so much !,2
what s your favorite place on the value_area side of town ?,1
that would be great . please make the reservation for value_time on value_day . just value_people person .,5
that will be all . thank you so much .,2
can you help me find a value_pricerange restaurant in the value_area of town ?,3
surprise me . what food type can you recommend ?,3
what s the post code for nando city ?,1
"no , can you choose 1 for me and provide me with the postcode .",1
that sounds great . thanks so much !,2
"no , but thank you for your help .",2
yep ! thanks i am all done .,2
"thank you for your help , that s all i needed .",2
are there any restaurant -s that serve value_food food ?,3
i would prefer something in the value_area of town if that s an option .,3
restaurant_name sounds nice . can you book a table for value_people people at value_time on value_day ?,5
that s all i need . thanks so much for your help .,2
i need to find an value_pricerange restaurant on the value_area side .,3
can you give me some additional information on the value_food 1 ?,1
sounds great . can you book a table for value_people at value_time on value_day please ? i will need a reference number too .,5
i am looking for information on restaurant_name .,1
could you book me a table for value_people at value_time on value_day evening ?,5
restaurant_name sounds good . can your reserve me a table for value_people on value_day at value_time ?,5
"i am looking for an value_food restaurant , medium price",3
"yes , please . what is the address , postcode , and phone number ?",1
okay thank you . can you tell me their hour -s of operation ?,1
"ok , then that s all i need . thank you for your help .",2
could you help me find a value_pricerange priced restaurant in the value_area ?,3
"i really need it to be in the value_pricerange price range , there s really nothing in the city value_area ? any cuisine will do .",3
can i have their phone number and address please ?,1
"no , i think i have everything i need . thanks . bye .",2
can you find me a value_food restaurant with value_pricerange price -s ?,3
which 1 of these restaurant -s is in the value_area of town ?,3
"thanks ! can i have the address , phone number , and postcode for restaurant_name , please ?",1
no thanks . that s not necessary . i think i have all i need . have a good night .,2
"hi , i am looking for a value_food restaurant in the value_pricerange price range .",3
"yes , can we try a value_pricerange price range .",4
"hmm , how about value_food ? value_pricerange .",4
"nope ! could you pick your favorite and book a table for me ? value_people people at value_time on value_day , please .",5
"awesome . thanks for your assistance , that s all i need .",2
i am looking for an value_food restaurant in the value_area part of town,3
i want the value_pricerange 1 please,3
thank you for all your help . have a great day .,2
"the type of food does not matter to me , but i would like the restaurant to be in the value_area .",3
"value_food sounds good . i need a reservation for value_day at value_time , please .",5
i need a table for value_people people .,5
that is all for now . thank you,2
l am looking for a restaurant . the restaurant should serve value_food food and should be in the value_area .,3
it is a special occasion so i am hoping for an value_pricerange place .,3
what is the address and post code for the 1 you say is best ?,1
"thanks so much , i do not need anything more today",2
i need to find an value_pricerange restaurant in the value_area .,3
"no , i do not really care . can you suggest 1 ?",3
"that sounds yummy ! what is their postcode and phone number , please ?",1
"no , that is all i need today . thank you !",2
i need to find a restaurant in restaurant_name,3
yes . i need a reservation for value_people people please .,5
"no that was it , thank you .",2
i am looking for a restaurant . the restaurant should be in the value_pricerange price range and should be in the value_area .,3
what is the name and location of the value_food restaurant in the value_area ?,1
"yes , i am looking for a value_pricerange -ly priced restaurant in the value_area .",3
"no , maybe you could book me at your favorite for value_day ? there will be value_people of us , at value_time .",5
"great , thanks so much !",2
no that was all i needed thanks for the help . have a great day .,2
i would like to eat value_food food please .,3
"thanks , that s all i needed today . goodbye !",2
i am looking for a place to dine . the restaurant should serve value_food food and should be in the value_area .,3
no . i am not looking for a particular price range .,3
i do not have a price range but i would like it to be in the town value_area for value_people people at value_time .,5
book a table for value_people people at value_time on value_day .,5
thank you so much .,2
"that s it , thank you !",2
i am looking for a particular restaurant . its name is called restaurant_name .,3
"nope , that s all i needed today . thanks for you help !",2
i am looking for a place to dine . the restaurant should serve value_food food and should be in the value_area .,3
"i would like somewhere value_pricerange , is it ?",1
"that is it , thank you .",2
i am looking for an value_pricerange restaurant in the value_area . can you help me find 1 ?,3
can you please try value_food food ?,3
that would be great . can you book it for value_people people at value_time on value_day ?,5
i am looking for a particular restaurant . its name is called restaurant_name .,3
yes please ! there will be value_people of us dining on value_day,5
that s all i needed help with . thanks a lot !,2
"alright , thank you very much . that s all i need for now .",2
i am looking for the price range of a restaurant called restaurant_name .,3
"no , that is all i needed thanks . bye .",2
i am looking for a restaurant that serves value_food food .,3
in the value_area of town please . i am looking to stay in the value_pricerange price range .,3
"yes , could you please book it for value_people people at value_time on value_day ?",5
that would be all thank you very much .,2
are they located in the cetre ?,1
"yes , please try for value_day at value_time for value_people people .",5
thanks so much . that s all i needed . goodbye .,2
am looking for a place to dine . the restaurant should be in the value_area and should serve gastropod food .,3
how about a value_pricerange value_food 1 in the value_area ?,3
"yes that would be great , thanks ! it'll be value_people people dining on value_day at value_time . and can i have a reference number for it ?",5
"no , thank you so much !",2
hmm okay can you search for value_food food instead then please ?,4
that sounds great . can i have their phone number and address ?,1
"yes , can i please get their postcode and address ?",1
"thank you very much , that s all the information that i need .",2
thanks again for the help . have a great day . goodbye .,2
i am looking in the value_area of town .,3
"yes , surprise me please ! it s for value_people people at value_time on value_day .",5
"no , thank you so much ! have a nice day",2
am looking for a restaurant . the restaurant should be in the value_area and should be in the value_pricerange price range,3
i would prefer value_food .,3
yes please . i would like it to be for value_day at value_time .,5
i am looking for a restaurant . the restaurant should be in the value_area and should be in the value_pricerange price range .,3
are there any value_food ones ?,3
"no , i do not have any preferences . the value_food hut sounds good , can i get their phone number and postcode ?",4
"a value_pricerange price range , please .",3
"no , i just need an address with postcode and phone number .",1
i am looking for a particular restaurant . its name is called restaurant_name .,3
"no thanks , but could i get the price range and the postcode please ?",1
hi . i am looking for an value_food restaurant in the value_area of the city ?,3
definitely value_pricerange .,3
"please just book a value_pricerange value_food 1 for me in the value_area , i need it for value_people people at value_time on value_day .",5
"thanks , that s all i needed today . you've been a great help !",2
i am looking for a particular restaurant . its name is called restaurant_name .,3
"hello , i am looking for a value_food restaurant in the value_area .",3
maybe something in the value_pricerange range .,3
can you book value_people people at value_time on value_day for restaurant_name . can i get a reference number ? thank you .,5
i am looking for unusual and value_pricerange cuisine in the value_area . do you have any suggestions ?,3
how about an value_food restaurant ?,3
i just want to go to 1 you think is best please,3
"yes , please . i need a table for value_people people at value_time on value_day . if not value_day , i would like the same time on value_day . please send me the reference number .",6
"no , you've been awesome thanks for all your help !",2
i am looking for a particular restaurant . its name is called restaurant_name .,3
can you book a table for value_people people at value_time on value_day ?,5
i would like to dine for value_pricerange value_food cuisine .,3
any area is fine . can i have the postcode for your favorite 1 ?,1
"that s all for right now , thanks for your help !",2
i am looking for a value_pricerange restaurant to have a meal .,3
what price range is that 1 ?,1
"i need a table for value_people at value_time on value_day . if that time is unavailable , please reserve for value_time .",6
"no , that is all the information that i needed . thank you for your time .",2
thank you ! you too ! goodbye .,2
"i am looking for a place to eat , maybe value_food food .",3
hmm i guess i could try value_food food instead,4
value_pricerange price range would be great .,3
"no , the area does not matter . i need a table for value_people people at value_time on value_day . if that time does not work then value_time . i also need the reference number .",6
do they have a table available on value_day at value_time ?,5
"no , that s it . thanks for all your help today . goodbye .",2
yes i needed information about a particular restaurant .,1
restaurant_name . can you provide me with the area they are located in ?,1
"that is all i need , thank you and goodbye .",2
"hi , i need a place to eat in the value_area for a medium price range . what do you have that you can suggest ?",3
"sure , can you try to find a value_food restaurant ?",3
"thanks , that s all i needed today . goodbye !",2
can you book a table for value_people people at value_time on value_day ?,5
"no , that s it for me today . thanks for your help !",2
i am looking for a place to dine . the restaurant should be in the value_area and should serve value_food food .,3
sounds great ! can you help me book a reservation for value_people people on value_day ?,5
"1615 , please , thank you .",2
no that is all . thank you for the help .,2
is it value_pricerange ? i would like an value_pricerange restaurant .,1
"sure . can you make a reservation for me ? there will be value_people of us , at value_time on value_day .",5
"no , that is it for today , thank you and goodbye .",2
that s not necessary . can you tell me what price range it s in ?,1
perfect . how about the phone number and postcode ?,1
thank you so much for your help !,2
it s 1 of my favorite place -s to visit . thanks . goodbye .,2
i would like some good value_food food . near the value_area of town would be great .,3
yes can you book it for value_day at value_time for value_people people ?,5
no that is everything that i need . thank you so much for your assistance and have a wonderful day .,2
am looking for a train . the train should depart from peterborough and should go to cambridge .,3
i am looking for a value_pricerange restaurant on the value_area side of town .,3
"let s try the restaurant_name . i'll need the address and phone number too , please .",1
"great , thanks for all of your help !",2
"hi , i am looking for a particular restaurant named restaurant_name . can you help ?",3
can you book me a table for value_people people at value_time on value_day ?,5
"great , thank you so much . that'll be all for today . bye !",2
"hello , i am looking for an value_pricerange value_food restaurant .",3
area does not matter . can you pick 1 to recommend ?,3
thanks all i need thanks !,2
i am looking for a place to dine . the restaurant should be in the value_pricerange price range and should serve value_food food .,3
"yes please , can i get a table for value_people at value_time on value_day ?",5
thanks so much . have a nice day . .,2
i am looking for a restaurant . the restaurant should be in the value_pricerange price range and should be in the value_area .,3
are there any value_food place -s ?,3
"darn , alright . can we search value_food instead then please ?",4
"thanks , could you book a table for value_people people on value_day at value_time ?",5
thank you very much . what is the reference number ?,1
"no , thanks you've been great !",2
i am looking for a value_food restaurant in the value_area .,3
yes could you book a table for value_people at any 1 of them please ?,5
thanks so much . that will be all for today .,2
i am looking for a restaurant . the restaurant should be in the value_pricerange price range and should be in the value_area .,3
we will have value_people people in the party .,5
"that will be all , thank you .",2
i am looking for the price range and address of the restaurant_name restaurant,1
no that is all the info i needed . thanks .,2
yes . i would like value_food food please .,3
"okay , can you search for value_food food instead then ?",4
that sounds great . could you book a table for value_people people at value_time on value_day .,5
thank you that s all i need today .,2
i am looking for a restaurant . the restaurant should be in the value_pricerange price range and should be in the value_area .,3
i would like to eat value_food food please .,3
"thank you so much , that is all i needed for now .",2
"yes , please help me find a restaurant in the value_area of town .",3
it should be in the value_pricerange price range .,3
i would like to book the value_food 1 for value_day .,5
"1900 , for value_people people .",5
can you find me a value_food restaurant please ?,3
yes . i would like it to be in the value_pricerange price range .,3
i would like to book a table for value_people at value_time on value_day .,5
"yes , thank you . that s all for now . bye !",2
i am looking for a value_pricerange restaurant in the city value_area .,3
i like value_food food .,3
just book a table for value_people please on value_day at value_time .,5
"what s available in the value_area , in the way of value_pricerange place -s to eat ?",1
no preference . would you recommend a restaurant for me ?,3
i think that sounds good . can you go ahead and book that for me ? i need it for value_people person on value_day at value_time . can i also get that reference number ?,5
"great yes please do , can i get the reference number for that ?",1
yes try to book it there and give me the reference number also .,5
thank you for your help . that will be all i need for now . bye .,2
"i am looking for value_food food , in the value_area of town .",3
any restaurant -s in the value_area area with an value_pricerange price range ?,3
do any of them serve value_food cuisine ?,4
how about another restaurant in the same area and price range ?,0
no that will be all . thanks for your help .,2
i am looking for an value_pricerange restaurant that serves value_food food please .,3
"no , it does not matter . can you reserve 1 of them for value_day at value_time ? i will be dining alone .",5
"no , it does not matter .",3
no just book at a value_food place in the value_area . i need a table for value_people at value_time on value_day please .,5
no that is it . thank you .,2
can you find me an value_pricerange restaurant in the value_area ?,3
"excellent , lets try restaurant_name for value_people people at value_time on value_day .",5
"please , try booking anytime between value_time to value_time on value_day .",6
"any other place in the value_area , same value_pricerange price range .",0
"thanks , that s all i need . have a nice day .",2
i need for the restaurant to serve value_food food .,3
that sounds great ! i need a table for value_day at value_time for value_people people .,5
thank you and goodbye .,2
i would prefer value_food food in the city value_area please,3
is it in the value_pricerange price range ?,1
will you book me for this weekend ?,5
i am looking for a restaurant in the value_area in the value_pricerange price range,3
how about an value_food or value_food place ?,4
are there any value_food food restaurant -s ?,4
then go ahead and book restaurant_name for me . we have value_people people at value_time on value_day .,5
can you look for a restaurant in the same area and price range ?,3
okay great ! thank you so much .,2
i am looking for a restaurant named restaurant_name,3
can i make a book a table for value_people people on value_day at value_time ?,5
is there another restaurant in the same area that is in the same price range ?,0
yes please for value_people people at value_time on value_day please . i will need the reference number too,5
"no , that s perfect . thank you so much .",2
"have a nice day , goodbye .",2
"hello , i am looking for a hotel called restaurant_name . can you help ?",3
sorry yes the restaurant named restaurant_name . i would like to book a reservation for value_day value_time for value_people person .,5
