,id,who,"utt",system_response
2216,SNG0594.json,0,"yes , that would be fine .",INFORM_TYPE
2217,SNG0594.json,1,"unfortunately there are no tables available for value_day at value_time . would you like to try for a different day or time ?",system_response
2218,SNG0594.json,0,"yes can you try value_day at value_time please",MAKE_RESERVATION_CHANGE_TIME-value_day-value_time
2219,SNG0594.json,1,"i am sorry , but booking was unsuccessful . could you try a different day or time ?",system_response
2220,SNG0594.json,0,"do you have anything available for value_day ?",MAKE_RESERVATION-value_day
2221,SNG0594.json,1,"no , could you try another day and time ?",system_response
2222,SNG0594.json,0,"how about value_time ?",MAKE_RESERVATION_CHANGE_TIME-value_time
2223,SNG0594.json,1,"i was able to book the table for you for your party of value_people on value_day at value_time . the reference number is restaurant_reference .",system_response
2224,SNG0594.json,0,"great . that'll be everything . thank you !",GOODBYE
2225,SNG0594.json,1,"thank you , goodbye .",system_response
2226,SNG0595.json,0,"i would like to get value_pricerange -ly priced polynesian food .",INFORM_TYPE-value_pricerange
2227,SNG0595.json,1,"sorry , but there are not any restaurant -s of that type . would you like to try a different cuisine ?",system_response
2228,SNG0595.json,0,"well is there perhaps a value_pricerange option serving that type of food in the value_area ?",INFORM_TYPE_CHANGE-value_pricerange-value_area
2229,SNG0595.json,1,"no i am sorry there is not anything fitting those details . can we try a different area or type of food ?",system_response
2230,SNG0595.json,0,"how about value_food food ?",INFORM_TYPE-value_food
2231,SNG0595.json,1,"i have 5 value_pricerange -ly priced value_food restaurant -s in the value_area but i do not have any value_pricerange ones . would you like me to book 1 of these ?",system_response
2232,SNG0595.json,0,"no thank you . can you recommend me 1 and give me their phone number and address ?",ASK_INFO-address-phone
2233,SNG0595.json,1,"the restaurant_name is a great choice . their phone number is restaurant_phone and adress restaurant_address . is there anything else i can help you with ?",system_response
2234,SNG0595.json,0,"as long as they serve value_food cuisine and value_pricerange -ly priced , that sounds great . thanks for your help .",INFORM_TYPE-value_food-value_pricerange
2235,SNG0595.json,1,"they are indeed . is there anything else you need today ?",system_response
2236,SNG0595.json,0,"no , that s everything . thank you !",GOODBYE
2237,SNG0595.json,1,"thank you for contacting us and have a great day !",system_response
2238,SNG0596.json,0,"i am looking for a restaurant that serves value_food food in the value_area of town .",INFORM_TYPE-value_food-value_area
2239,SNG0596.json,1,"do you have a price range preference ? there are 2 value_pricerange , 1 value_pricerange , and 1 value_pricerange .",system_response
2240,SNG0596.json,0,"i am interested in a value_pricerange place . what can you tell me about those ?",ASK_INFO
2241,SNG0596.json,1,"we have restaurant_name , and restaurant_name which are both value_pricerange restaurant -s in the value_area of town . would you like to book 1 of those ?",system_response
2242,SNG0596.json,0,"yes , get me a table for value_people at restaurant_name on value_day at 1600",MAKE_RESERVATION-value_people-restaurant_name-value_day
2243,SNG0596.json,1,"there are no tables available at the time requested . would you like to try another time or day ?",system_response
2244,SNG0596.json,0,"hmm . can you try at value_time instead ?",MAKE_RESERVATION-value_time
2245,SNG0596.json,1,"booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference . is there anything else i can help you with ?",system_response
2246,SNG0596.json,0,"no , that will be all . thanks !",GOODBYE
2247,SNG0596.json,1,"thank you , goodbye .",system_response
2248,SNG0597.json,0,"i want a restaurant in the town value_area . can you help me ?",INFORM_TYPE-value_area
2249,SNG0597.json,1,"we have 69 restaurant -s available . could you specify type or price range please ?",system_response
2250,SNG0597.json,0,"i am looking for a value_pricerange -ly priced restaurant . i am looking to book for just myself at value_time on value_day .",MAKE_RESERVATION-value_pricerange-value_time-value_day
2251,SNG0597.json,1,"okay i took the liberty of booking you into restaurant_name that serves value_food value_food food . your reference number is restaurant_reference .",system_response
2252,SNG0597.json,0,"that sounds perfect . thanks for your help !",GOODBYE
2253,SNG0597.json,1,"have a wonderful day !",system_response
2254,SNG0598.json,0,"i am looking to go to dinner tonight and am in the mood for some good value_food in the value_area of town , can you find me some options ?",INFORM_TYPE-value_food-value_area
2255,SNG0598.json,1,"i am sorry . there is no matching restaurant . would you like to try a different food type or area ?",system_response
2256,SNG0598.json,0,"hmm . . let me think . let s try maybe something value_food instead .",INFORM_TYPE_CHANGE-value_food
2257,SNG0598.json,1,"there are 9 value_food restaurant -s in the value_area of town ! are you looking for an value_food restaurant in any particular price range ?",system_response
2258,SNG0598.json,0,"which of those 9 has the best rating -s ? can i please have the address and postcode .",ASK_INFO-address-postcode
2259,SNG0598.json,1,"i recommend restaurant_name it s very nice . they are at restaurant_address , restaurant_postcode . can i help with anything else ?",system_response
2260,SNG0598.json,0,"no , that s all . thanks .",GOODBYE
2261,SNG0598.json,1,"thank you ! goodbye .",system_response
2262,SNG0599.json,0,"i am looking for some info on restaurant_name .",INFORM_TYPE-restaurant_name
2263,SNG0599.json,1,"great ! restaurant_name is an value_food cuisine restaurant in the value_pricerange price range ! is there anything else i can help you with ?",system_response
2264,SNG0599.json,0,"yes , i would like to book a table for just me at value_time on value_day .",MAKE_RESERVATION-value_time-value_day
2265,SNG0599.json,1,"unfortunately reservations are not possible for that time . would you like to try for another day or time ?",system_response
2266,SNG0599.json,0,"i could eat at value_time . i hope that is available .",MAKE_RESERVATION_CHANGE_TIME-value_time
2267,SNG0599.json,1,"that worked out for you ! your reference number is restaurant_reference .",system_response
2268,SNG0599.json,0,"great thank you for all your help",GOODBYE
2269,SNG0599.json,1,"thank you for calling , goodbye .",system_response
2270,SNG0600.json,0,"i am looking for a specific restaurant . it s called restaurant_name . can you help with this ?",INFORM_TYPE-restaurant_name
2271,SNG0600.json,1,"sure can . restaurant_name is an value_pricerange value_food restaurant in the value_area part of town . would you like a reservation ?",system_response
2272,SNG0600.json,0,"yes for value_people people at value_time on a value_day . i will need a reference number as well .",MAKE_RESERVATION-value_people-value_time-value_day
2273,SNG0600.json,1,"i have made the reservation and the reference number is restaurant_reference . what else can i help you with ?",system_response
2274,SNG0600.json,0,"i think that takes care of everything , thanks !",GOODBYE
2275,SNG0600.json,1,"oh , it was my pleasure . i am here if you need anything else .",system_response
2276,SNG0600.json,0,"thank you . have a great day !",GOODBYE
2277,SNG0600.json,1,"you have a great day !",system_response
2278,SNG0601.json,0,"i would like to go to an value_food restaurant in the value_area .",INFORM_TYPE-value_food-value_area
2279,SNG0601.json,1,"i found 2 that matches your criteria . would you prefer a value_pricerange or value_pricerange pricing ?",system_response
2280,SNG0601.json,0,"how about the value_pricerange 1 ? may i have their address , please ?",ASK_INFO-address
2281,SNG0601.json,1,"yes restaurant_name s address is restaurant_address and their postcode is restaurant_postcode . is there anything else i can help you with today ?",system_response
2282,SNG0601.json,0,"no , that is all , thank you . have a nice day .",GOODBYE
2283,SNG0601.json,1,"so glad we could help you out . thanks for using the cambridge towninfo value_area , and have a glorious day !",system_response
2284,SNG0602.json,0,"i am looking for a place to eat . i want value_pricerange value_food food . can you help ?",INFORM_TYPE-value_pricerange-value_food
2285,SNG0602.json,1,"i am sorry but there are not any value_food place -s of any price in town . would you like to try a different cuisine ?",system_response
2286,SNG0602.json,0,"well i need it to be in the value_area of town .",INFORM_TYPE-value_area
2287,SNG0602.json,1,"on the value_area end , in the value_pricerange price range , we have value_food , value_food , value_food , and value_food foods to choose from . do any of these sound good ?",system_response
2288,SNG0602.json,0,"value_food sounds good . can you give me any suggestions ?",INFORM_TYPE_CHANGE-value_food
2289,SNG0602.json,1,"yes , i would recommend the restaurant_name , located at restaurant_address . could i reserve a table for you ?",system_response
2290,SNG0602.json,0,"sounds great . make a reservation for value_people on value_day at value_time .",MAKE_RESERVATION-value_people-value_day-value_time
2291,SNG0602.json,1,"that time slot is not available , would you like to try another time .",system_response
2292,SNG0602.json,0,"how about ! 000 instead , is that available value_day ?",MAKE_RESERVATION-value_day
2293,SNG0602.json,1,"i believe you meant value_time , so i went ahead and made the reservation for that time . the reference number is restaurant_reference .",system_response
2294,SNG0602.json,0,"thanks , that s all i need .",GOODBYE
2295,SNG0602.json,1,"you are welcome ! enjoy your meal !",system_response
2296,SNG0603.json,0,"i need a value_pricerange restaurant please .",INFORM_TYPE-value_pricerange
2297,SNG0603.json,1,"sure , i can help you with that . do you prefer a specific area in town ? or maybe you would like a certain kind of food ?",system_response
2298,SNG0603.json,0,"yes , value_food food would be nice .",INFORM_TYPE-value_food
2299,SNG0603.json,1,"restaurant_name has restaurant -s in the value_area and the value_area of town . would you like to book either of those ?",system_response
2300,SNG0603.json,0,"yes i would like to book restaurant_name in the value_area for value_people person at value_time on value_day .",MAKE_RESERVATION-restaurant_name-value_area-value_people-value_time-value_day
2301,SNG0603.json,1,"i am sorry , there are no tables available for value_day at value_time . would you like to try for a different day or time ?",system_response
2302,SNG0603.json,0,"can you see if they have an opening at value_time instead ?",MAKE_RESERVATION_CHANGE_TIME-value_time
2303,SNG0603.json,1,"i made you a reservation at nando s value_area , at value_time on value_day . the reference number is restaurant_reference . they'll hold the table for value_people minutes . do you need anything else ?",system_response
2304,SNG0603.json,0,"no , that will be all . thank you .",GOODBYE
2305,SNG0603.json,1,"thank you . have a great day , goodbye .",system_response
2306,SNG0604.json,0,"i would like a value_pricerange -ly priced value_food food please .",INFORM_TYPE-value_pricerange-value_food
2307,SNG0604.json,1,"i have 4 different value_food restaurant -s all over the city . is there a certain area you prefer ?",system_response
2308,SNG0604.json,0,"how about the value_area ? i will need a table for value_people on value_day at value_time .",MAKE_RESERVATION-value_area-value_people-value_day-value_time
2309,SNG0604.json,1,"the only value_pricerange value_food restaurant in that area is restaurant_name , and they are not available for that time . can i try something else ?",system_response
2310,SNG0604.json,0,"is there anything available for value_time on value_day ?",MAKE_RESERVATION_CHANGE_TIME-value_time-value_day
2311,SNG0604.json,1,"yes , that worked . you are set for value_time and the reference number is restaurant_reference . can i be of further assistance ?",system_response
2312,SNG0604.json,0,"i will need a taxi to take me there .",INFORM_TYPE
2313,SNG0604.json,1,"can you please tell me where you will be leaving from so i can book your taxi ?",system_response
2314,SNG0604.json,0,"nevermind , i am sorry . i think i am all set .",INFORM_TYPE
2315,SNG0604.json,1,"alrighty . have a good day !",system_response
2316,SNG0605.json,0,"i would like a restaurant in the value_area that is in the value_pricerange price range .",INFORM_TYPE-value_area-value_pricerange
2317,SNG0605.json,1,"there are 33 restaurant -s in the value_area that are in the value_pricerange price range . what type of food would you like ?",system_response
2318,SNG0605.json,0,"i am interested in value_food food please .",INFORM_TYPE-value_food
2319,SNG0605.json,1,"there are 6 restaurant -s that match that description . can recommend 1 of them for you ?",system_response
2320,SNG0605.json,0,"yes please do .",INFORM_TYPE
2321,SNG0605.json,1,"the restaurant_name serves value_pricerange value_food food in the value_area of town .",system_response
2322,SNG0605.json,0,"great can i get a reservation there for value_people people at value_time on value_day ?",MAKE_RESERVATION-value_people-value_time-value_day
2323,SNG0605.json,1,"sorry , there is no table available then . would you like to try another time slot ?",system_response
2324,SNG0605.json,0,"i think i would rather try a different restaurant at my preferred time , actually . you mentioned there are several others ?",ANYTHING_ELSE
2325,SNG0605.json,1,"yes , there s the goden curry , restaurant_name , restaurant_name , and restaurant_name .",system_response
2326,SNG0605.json,0,"great ! can i have the goden curry ?",NO_LABEL
2327,SNG0605.json,1,"sure , when would you like to make a reservation ?",system_response
2328,SNG0605.json,0,"1230 on value_day . there will be value_people of us .",MAKE_RESERVATION-value_day-value_people
2329,SNG0605.json,1,"i apologize . i have checked all of the restaurant -s in the area and none of them can accommodate 8 guests at value_time on value_day . would a different day or time suffice ?",system_response
2330,SNG0605.json,0,"i guess i could try value_time .",MAKE_RESERVATION_CHANGE_TIME-value_time
2331,SNG0605.json,1,"reservation booked with the restaurant_name for value_day at value_time for value_people people . your reservation will be held for value_people minutes . reference number is restaurant_reference .",system_response
2332,SNG0605.json,0,"thank you so much .",GOODBYE
2333,SNG0605.json,1,"you are welcome . anything else i can help with today ?",system_response
2334,SNG0605.json,0,"no , i am all set . bye .",GOODBYE
2335,SNG0605.json,1,"thank you . have a nice day , goodbye .",system_response
2336,SNG0606.json,0,"i would like a restaurant in the value_area and in the value_pricerange price range .",INFORM_TYPE-value_area-value_pricerange
2337,SNG0606.json,1,"the restaurant_name is a value_pricerange priced value_food restaurant . does that sound good ?",system_response
2338,SNG0606.json,0,"no , the restaurant should serve value_food food .",INFORM_TYPE-value_food
2339,SNG0606.json,1,"sure i have at least 2 choices for you . 1 is the restaurant_name and the other is the restaurant_name . both are located in the value_area . would either of them interest you ?",system_response
2340,SNG0606.json,0,"let s try the restaurant_name .",INFORM_TYPE-restaurant_name
2341,SNG0606.json,1,"if you would like a reservation i will need to know what day and time you would like your reservation and how many will be in your party .",system_response
2342,SNG0606.json,0,"just value_people person at value_time on value_day",MAKE_RESERVATION-value_people-value_time-value_day
2343,SNG0606.json,1,"you are all set your reference number is restaurant_reference",system_response
2344,SNG0606.json,0,"thanks . that s all i need !",GOODBYE
2345,SNG0606.json,1,"alright , thank you . goodbye !",system_response
2346,SNG0607.json,0,"hi , i am looking for a local upscale value_food restaurant .",INFORM_TYPE-value_food
2347,SNG0607.json,1,"there are 9 restaurant -s that meet your criteria . want to try restaurant_name on restaurant_address or a different 1 ?",system_response
2348,SNG0607.json,0,"actually , i am looking for somewhere that s located near the value_area . could you recommend somewhere near there ?",INFORM_TYPE-value_area
2349,SNG0607.json,1,"the restaurant_name restaurant is an value_pricerange value_food restaurant near the value_area of town . would you like me to make a reservation for you ?",system_response
2350,SNG0607.json,0,"yes , please .",INFORM_TYPE
2351,SNG0607.json,1,"for how many people and at what time and day ?",system_response
2352,SNG0607.json,0,"it s for value_people people and we want to eat at value_time on value_day .",MAKE_RESERVATION-value_people-value_time-value_day
2353,SNG0607.json,1,"booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .",system_response
2354,SNG0607.json,0,"great . thank you so much for your help .",GOODBYE
2355,SNG0607.json,1,"you are welcome . have a good day !",system_response
2356,SNG0608.json,0,"i need an value_pricerange restaurant in the value_area .",INFORM_TYPE-value_pricerange-value_area
2357,SNG0608.json,1,"great ! there are a lot of tasty choices . are you in the mood for a specific type of food ?",system_response
2358,SNG0608.json,0,"yes value_food sounds good to me !",INFORM_TYPE-value_food
2359,SNG0608.json,1,"i have many to choose from . what about the restaurant_name ?",system_response
2360,SNG0608.json,0,"yeah , that sounds great . would you reserve me a table for value_people , value_day at value_time please ?",MAKE_RESERVATION-value_people-value_day-value_time
2361,SNG0608.json,1,"booked , your table will be held for value_people minutes . your reference number is restaurant_reference .",system_response
2362,SNG0608.json,0,"thanks a bunch ! that s all i needed . take care and have a good day .",GOODBYE
2363,SNG0608.json,1,"you are welcome . enjoy your meal . bye .",system_response
2364,SNG0609.json,0,"i am looking for an value_pricerange place to eat located in value_area of town . can you help ?",INFORM_TYPE-value_pricerange-value_area
2365,SNG0609.json,1,"yes i have many to choose from . could we narrow it down by cuisine ? what type of food sounds good to you ?",system_response
2366,SNG0609.json,0,"you know , i would really love some value_food food . how about that ?",INFORM_TYPE-value_food
2367,SNG0609.json,1,"while we have lots of value_pricerange restaurant -s in the value_area of town , none of them serve value_food food . would you like another cuisine ?",system_response
2368,SNG0609.json,0,"sure , i like value_food food .",INFORM_TYPE_CHANGE-value_food
2369,SNG0609.json,1,"oh yes , we have several value_food restaurant -s ! i recommend restaurant_name , located at restaurant_address . would you like a table there ?",system_response
2370,SNG0609.json,0,"yes please . book 1 for value_day at value_time . there will be value_people people .",MAKE_RESERVATION-value_day-value_time-value_people
2371,SNG0609.json,1,"there does not seem to be any availability for value_day at value_time . is there another time slot , or possibly another day , that would work for you ?",system_response
2372,SNG0609.json,0,"let s try an hour earlier .",MAKE_RESERVATION_CHANGE_TIME
2373,SNG0609.json,1,"the booking was successful at value_time . your reference number is restaurant_reference . is there anything else that i can do for you ?",system_response
2374,SNG0609.json,0,"no that s all i needed . thank you !",GOODBYE
2375,SNG0609.json,1,"thank you for calling , enjoy !",system_response
2376,SNG0610.json,0,"hi there . i am hoping you can help me . i am looking to try value_food food . might there be a restaurant like this in the value_area of town ?",INFORM_TYPE-value_food-value_area
2377,SNG0610.json,1,"sorry but there are not any value_food restaurant -s in any part of town . would you like to try something else ?",system_response
2378,SNG0610.json,0,"yes how about gastropubs or value_food in the value_pricerange price range .",INFORM_TYPE_CHANGE-value_food-value_pricerange
2379,SNG0610.json,1,"we have restaurant_name located in the value_area of town in the value_pricerange price range . should book you in ?",system_response
2380,SNG0610.json,0,"is that a value_food ?",INFORM_TYPE_CHANGE-value_food
2381,SNG0610.json,1,"yes indeed . i can make a reservation if you would like .",system_response
2382,SNG0610.json,0,"what is their address ?",ASK_INFO-address
2383,SNG0610.json,1,"they are located on restaurant_address , restaurant_postcode . can i help with anything else today ?",system_response
2384,SNG0610.json,0,"that s all i needed today . thank you !",GOODBYE
2385,SNG0610.json,1,"thank you ! goodbye .",system_response
2386,SNG0611.json,0,"i would like a value_food food restaurant in the value_area .",INFORM_TYPE-value_food-value_area
2387,SNG0611.json,1,"sure , there are 7 restaurant -s that meet your needs . 4 are value_pricerange and 3 are value_pricerange . do you have a preference ?",system_response
2388,SNG0611.json,0,"only the best for my family . we'll take the value_pricerange 1 . book us a table for value_people at value_time on value_day .",MAKE_RESERVATION-value_pricerange-value_people-value_time-value_day
2389,SNG0611.json,1,"i am sorry i am having difficulty making a reservation for you . shall we try another time or restaurant type ?",system_response
2390,SNG0611.json,0,"let s try value_food instead .",INFORM_TYPE_CHANGE-value_food
2391,SNG0611.json,1,"restaurant_name is a very nice , value_pricerange value_food restaurant in the value_area of town . would you like a table there ?",system_response
2392,SNG0611.json,0,"actually , i change my mind . i think i want to stick with value_food food after all . can you suggest any 1 thats in the value_area of town ?",INFORM_TYPE-value_food-value_area
2393,SNG0611.json,1,"restaurant_name , restaurant_name , and restaurant_name are all centrally located , value_food , and very value_pricerange , but none have a table for value_people available on value_day at value_time .",system_response
2394,SNG0611.json,0,"can you try restaurant_name for value_day for value_people people at value_time instead ?",MAKE_RESERVATION_CHANGE_TIME-restaurant_name-value_day-value_people-value_time
2395,SNG0611.json,1,"your reservation at restaurant_name for value_people people at value_time on value_day was successful . your reference number is restaurant_reference . is there anything else i can help you with today ?",system_response
2396,SNG0611.json,0,"no , that s all i need . thanks for your help !",GOODBYE
2397,SNG0611.json,1,"you are welcome , thank you for using our system .",system_response
2398,SNG0611.json,0,"you are welcome ! it was great !",INFORM_TYPE
2399,SNG0611.json,1,"have a good day !",system_response
2400,SNG0612.json,0,"i would like a value_pricerange restaurant in the value_area !",INFORM_TYPE-value_pricerange-value_area
2401,SNG0612.json,1,"as far as value_pricerange -er restaurant -s , i only have 1 available that s located in the value_area . it s called restaurant_name and serves value_food food . would you like more information ?",system_response
2402,SNG0612.json,0,"that sounds good . please give me more information .",ASK_INFO
2403,SNG0612.json,1,"sure restaurant_name is in the value_area , serves value_pricerange food . would you like to book a table ?",system_response
2404,SNG0612.json,0,"no but i would like the address and post code please .",ASK_INFO-address-postcode
2405,SNG0612.json,1,"restaurant_name is at restaurant_address . postcode restaurant_postcode .",system_response
2406,SNG0612.json,0,"thank you very much .",GOODBYE
2407,SNG0612.json,1,"is there anything else i can do for you ?",system_response
2408,SNG0612.json,0,"no that s all i needed . thank you !",GOODBYE
2409,SNG0612.json,1,"you are welcome ! have a great day ! goodbye .",system_response
2410,SNG0613.json,0,"i would like to try restaurant_name .",INFORM_TYPE-restaurant_name
2411,SNG0613.json,1,"great choice . when can i make the reservation for ?",system_response
2412,SNG0613.json,0,"value_people people on a value_day at value_time .",MAKE_RESERVATION-value_people-value_day-value_time
2413,SNG0613.json,1,"you got it . here is your reference number restaurant_reference .",system_response
2414,SNG0613.json,0,"thank you for help . that s everything i needed .",GOODBYE
2415,SNG0613.json,1,"have a great day !",system_response
2416,SNG0614.json,0,"hi , i am looking for a restaurant in the value_pricerange price range that sells value_area value_food food .",INFORM_TYPE-value_pricerange-value_area-value_food
2417,SNG0614.json,1,"unfortunately there is not hotel with those characteristics . perhaps you could try other types of cuisine ?",system_response
2418,SNG0614.json,0,"i am looking for a restaurant , not a hotel . can you try again ?",INFORM_TYPE
2419,SNG0614.json,1,"my apologies . i meant to say restaurant not hotel . unfortunately , there are not any restaurant -s that are that price range that serve value_area value_food food .",system_response
2420,SNG0614.json,0,"okay . how about 1 that serves value_food food ?",INFORM_TYPE_CHANGE-value_food
2421,SNG0614.json,1,"we have 5 location -s that match your criteria . what area of town would you like it in ?",system_response
2422,SNG0614.json,0,"i would like it to be in the value_area area of town please .",INFORM_TYPE_CHANGE-value_area
2423,SNG0614.json,1,"the value_food hut in restaurant_address seems to meet your requirement -s .",system_response
2424,SNG0614.json,0,"sounds good , can i get the phone number and postcode , please ?",ASK_INFO-phone-postcode
2425,SNG0614.json,1,"the number there is restaurant_phone and the postcode is restaurant_postcode . anything else ?",system_response
2426,SNG0614.json,0,"that is all ! thank you !",GOODBYE
2427,SNG0614.json,1,"you are welcome , enjoy your meal .",system_response
2428,SNG0615.json,0,"i am looking for an value_pricerange restaurant in the value_area",INFORM_TYPE-value_pricerange-value_area
2429,SNG0615.json,1,"alright , well you have 33 to choose from . any type of cuisine you are looking for ?",system_response
2430,SNG0615.json,0,"i'll take something value_food if you have it . i'll take the postcode of which every of those you recommend .",ASK_INFO-postcode
2431,SNG0615.json,1,"okay the postcode for the restaurant_name is restaurant_postcode . is there anything else i can help you with ?",system_response
2432,SNG0615.json,0,"no , that will do it . thanks for your help . have a nice day .",GOODBYE
2433,SNG0615.json,1,"i am glad to be of service . enjoy your dinner in cambridge !",system_response
2434,SNG0616.json,0,"yes i am looking for an value_pricerange restaurant in the value_area of town .",INFORM_TYPE-value_pricerange-value_area
2435,SNG0616.json,1,"i have many . do you have a preference for type of food served ?",system_response
2436,SNG0616.json,0,"sorry , actually i need an value_pricerange restaurant in the value_area . the first on your list would be great .",INFORM_TYPE_CHANGE-value_pricerange-value_area
2437,SNG0616.json,1,"sure how about restaurant_name ?",system_response
2438,SNG0616.json,0,"sounds great , can you book a table for value_people at value_time ?",MAKE_RESERVATION-value_people-value_time
2439,SNG0616.json,1,"alright , which day would you like the reservation to be on ?",system_response
2440,SNG0616.json,0,"actually , i will not be needing a reservation just yet . could you verify the type of food restaurant_name serves ?",MAKE_RESERVATION-restaurant_name
2441,SNG0616.json,1,"restaurant_name serves value_food cuisine . would you need anything other information or assistance ?",system_response
2442,SNG0616.json,0,"yes , could i get the restuarant s phone number and postcode ?",ASK_INFO-phone-postcode
2443,SNG0616.json,1,"certainly . the phone number is restaurant_phone and the postcode is restaurant_postcode . anything else i can do for you ?",system_response
2444,SNG0616.json,0,"no , that s it . you've been very helpful , thank you !",GOODBYE
2445,SNG0616.json,1,"you are quite welcome . thanks for contacting the cambridge towninfo value_area and have a great day !",system_response
2446,SNG0617.json,0,"hi , can you help me find a restaurant in the value_area area ?",INFORM_TYPE-value_area
2447,SNG0617.json,1,"of course ! there are 69 restaurant -s in the value_area . what type of food would you like ?",system_response
2448,SNG0617.json,0,"i am in the mood for value_food food . which is your favorite ?",INFORM_TYPE-value_food
2449,SNG0617.json,1,"sure , how about restaurant_name . can i make a reservation for you ?",system_response
2450,SNG0617.json,0,"great . can you book a table for value_people on value_day at value_time ?",MAKE_RESERVATION-value_people-value_day-value_time
2451,SNG0617.json,1,"your table is reserved . reference number restaurant_reference .",system_response
2452,SNG0617.json,0,"terrific ! you are great , please send me all this information to my e mail , thanks .",GOODBYE
2453,SNG0617.json,1,"you are welcome , was there anything else you need ?",system_response
2454,SNG0617.json,0,"no i have everything i wanted to know . thanks very much .",GOODBYE
2455,SNG0617.json,1,"you are welcome , enjoy your meal .",system_response
2456,SNG0617.json,0,"thanks . i will .",GOODBYE
2457,SNG0617.json,1,"thank you for using cambridge towninfo value_area . have a fantabulous day !",system_response
2458,SNG0618.json,0,"i am looking for an value_pricerange restaurant in the value_area",INFORM_TYPE-value_pricerange-value_area
2459,SNG0618.json,1,"there are 33 restaurant -s in the value_area serving value_pricerange food . what type of food would you like ?",system_response
2460,SNG0618.json,0,"the restaurant should serve value_food food .",INFORM_TYPE-value_food
2461,SNG0618.json,1,"can i book wamagama restaurant for you ? it s a perfect fit .",system_response
2462,SNG0618.json,0,"i actually would just like their address , postcode and telephone number at this time .",ASK_INFO-address-phone-postcode
2463,SNG0618.json,1,"restaurant_name is located at restaurant_address , postcode restaurant_postcode , phone restaurant_phone . do you need any further assistance ?",system_response
2464,SNG0618.json,0,"that is all i need . thanks for all your help !",GOODBYE
2465,SNG0618.json,1,"i am glad i could help . have a great day and thanks for contacting cambridge towninfo value_area !",system_response
2466,SNG0618.json,0,"okay , i will . thanks again . bye !",GOODBYE
2467,SNG0618.json,1,"enjoy your stay ! bye",system_response
2468,SNG0619.json,0,"i am looking for a value_food restaurant that is value_pricerange -ly priced .",INFORM_TYPE-value_food-value_pricerange
2469,SNG0619.json,1,"there are a few of them . would you prefer the value_area of town or the value_area area ?",system_response
2470,SNG0619.json,0,"how about the value_area ?",INFORM_TYPE-value_area
2471,SNG0619.json,1,"there are a few restaurant -s that will meet your needs . i suggest restaurant_name at restaurant_address .",system_response
2472,SNG0619.json,0,"please book a table for value_people at value_time on value_day at restaurant_name .",MAKE_RESERVATION-value_people-value_time-value_day-restaurant_name
2473,SNG0619.json,1,"i was able to book a table for you at value_time at restaurant_name . your reference number is restaurant_reference . is there anything else i can assist you with ?",system_response
2474,SNG0619.json,0,"that is all . thank you very much !",GOODBYE
2475,SNG0619.json,1,"you are welcome . have a good day . goodbye .",system_response
2476,SNG0620.json,0,"i am looking for a place to eat in the value_pricerange price range serving value_food food .",INFORM_TYPE-value_pricerange-value_food
2477,SNG0620.json,1,"there are 4 place -s serving value_food food in the value_pricerange price range . do you have a preferred area to dine at ?",system_response
2478,SNG0620.json,0,"the value_area .",INFORM_TYPE-value_area
2479,SNG0620.json,1,"i have narrowed it down to restaurant_name which serves value_food food . would you like me to book this for you ?",system_response
2480,SNG0620.json,0,"yes . could you please make a reservation for value_day for value_people people at value_time ?",MAKE_RESERVATION-value_day-value_people-value_time
2481,SNG0620.json,1,"sorry , that time slot does not work for what you would like . would you like to change the day or time ?",system_response
2482,SNG0620.json,0,"how about value_time then ?",MAKE_RESERVATION_CHANGE_TIME-value_time
2483,SNG0620.json,1,"booking was successful . the table will be reserved for value_people minutes . reference number is restaurant_reference .",system_response
2484,SNG0620.json,0,"excellent , that s all i need . thank you !",GOODBYE
2485,SNG0620.json,1,"thank you so much have a great day !",system_response
2486,SNG0620.json,0,"could you repeat the reference number please .",ASK_INFO-phone
2487,SNG0620.json,1,"reference number is restaurant_reference .",system_response
2488,SNG0620.json,0,"thanks again for all your help .",GOODBYE
2489,SNG0620.json,1,"you are very welcome . feel free to call again in the future . have a great morning .",system_response
2490,SNG0621.json,0,"i am looking for an value_pricerange restaurant in the value_area",INFORM_TYPE-value_pricerange-value_area
2491,SNG0621.json,1,"there are 33 to choose from . any type of cuisine you would prefer ?",system_response
2492,SNG0621.json,0,"i do not care what cuisine . i would like a table for value_people at value_time on value_day . i will need a reference number also .",MAKE_RESERVATION-value_people-value_time-value_day
2493,SNG0621.json,1,"sure . i booked you into restaurant_name on value_day at value_time . your reference number is restaurant_reference .",system_response
2494,SNG0621.json,0,"okay , wonderful . thank you for your help .",GOODBYE
2495,SNG0621.json,1,"was there anything else i could assist you with today ?",system_response
2496,SNG0621.json,0,"no , you were extremely helpful . thank you . goodbye .",GOODBYE
2497,SNG0621.json,1,"thank you for booking with us today . enjoy your reservation !",system_response
2498,SNG0622.json,0,"i am looking for an value_food restaurant in the value_area .",INFORM_TYPE-value_food-value_area
2499,SNG0622.json,1,"yes i have many options for you . how about the restaurant_name ?",system_response
2500,SNG0622.json,0,"that might work . what is the price range of restaurant_name ?",ASK_INFO
2501,SNG0622.json,1,"it is an value_pricerange restaurant on the value_area side of town . would you like me to reserve a table for you ?",system_response
